\AidData TUFF Project ID;Recommended For Aggregates;Umbrella;Financier Country;Recipient;Recipient Region;Commitment Year;Title;Status;Intent;Flow Type;Concessional;Flow Class;Sector Code;Sector Name;Funding Agencies;Funding Agencies Type;Amount (Original Currency);Original Currency;Amount (Constant USD2017);Amount (Nominal)
33160;Yes;No;China (People's Republic of);Cambodia;Asia;2005;Chinese government donates equipment to Cambodian King's Task Force;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;2000000;CNY;459756.4407;244090.9746
33163;Yes;No;China (People's Republic of);Cambodia;Asia;2005;Chinese government sends technical specialists and more equipment to Cambodian King's Task Force;Completion;Development;Free-standing technical assistance;Yes;ODA-like;430;OTHER MULTISECTOR;Unspecified Chinese Government Institution;Government Agency;10100000;USD;19023808.88;10100000
33164;Yes;No;China (People's Republic of);Cambodia;Asia;2005;China Provides Training Program for Cambodia Officials in 2005-2006;Pipeline: Commitment;Development;Scholarships/training in the donor country;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
33165;Yes;No;China (People's Republic of);Cambodia;Asia;2005;China Donates PCVSAT Satellite Meteorology Equipment to Cambodia;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;;;;
35662;Yes;No;China (People's Republic of);Cambodia;Asia;2005;Chinese Government provides RMB 225.07 million grant for Council of Ministers Building Project;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;China Ministry of Commerce;Government Agency;225070000;CNY;51738691.05;27468777.83
295;Yes;No;China (People's Republic of);Cameroon;Africa;2005;China's Shaanxi province sends agricultural experts to Cameroon for rice-growing pilot program;Implementation;Development;Free-standing technical assistance;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;Unspecified Chinese Government Institution;Government Agency;;;;
147;Yes;No;China (People's Republic of);Central African Republic;Africa;2005;China Eximbank provides 51 million EUR seller's credit to ZTE for the provision and installation of mobile and fixed telecom networks;Completion;Mixed;Supplier's Credit/Export Seller's Credit;Vague;OOF-like;220;COMMUNICATIONS;Export-Import Bank of China;State-owned Policy Bank;51000000;EUR;119460798.3;63423369.65
55607;Yes;No;China (People's Republic of);Central African Republic;Africa;2005;Chinese Government provides RMB 12 million general budget support grant to help CAR pay civil servant salaries (linked to #378);Completion;Development;Grant;Yes;ODA-like;510;GENERAL BUDGET SUPPORT;Unspecified Chinese Government Institution;Government Agency;12000000;CNY;2758538.644;1464545.848
63101;Yes;No;China (People's Republic of);Chile;America;2005;Chinese Embassy sponsors creation of Chinese Cultural Center (Centro Cultural Chino) in Santiago (possible link to project ID #54817);Completion;Representational;Grant;Yes;OOF-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;Chinese Embassy;Government Agency;;;;
37034;Yes;No;China (People's Republic of);Colombia;America;2005;Chinese Embassy donates DVDs to Colombia Ministry of Education;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;China Ministry of Culture;Government Agency;;;;
71681;Yes;No;China (People's Republic of);Colombia;America;2005;China sends 141 students to Colombia to teach Chinese language and Culture;Implementation;Representational;Free-standing technical assistance;Yes;OOF-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
73539;Yes;No;China (People's Republic of);Comoros;Africa;2005;Chinese Government cancels $3 million of the Government of Comoros’ outstanding obligations;Completion;Development;Debt forgiveness;Yes;ODA-like;600;ACTION RELATING TO DEBT;Unspecified Chinese Government Institution;Government Agency;3000000;USD;5650636.301;3000000
73542;Yes;No;China (People's Republic of);Comoros;Africa;2005;Chinese Government provides grant for People’s Palace Rehabilitation Project;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;China Ministry of Commerce;Government Agency;;;;
73651;Yes;No;China (People's Republic of);Comoros;Africa;2005;China donates 6.000 EUR to Comoros following the April 2005 volcanic eruption;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;6000;EUR;14054.21156;7461.5729
73654;Yes;No;China (People's Republic of);Comoros;Africa;2005;China donates $9.500 USD to Comoros following the April 2005 volcanic eruption;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;9500;USD;17893.68162;9500
1049;Yes;No;China (People's Republic of);Congo;Africa;2005;CMEC provides $551.5 million supplier's credit for Power Transmission Network Associated with the Imboulou Hydropower Plant Project (Linked to Project ID#434, #73614);Completion;Mixed;Supplier's Credit/Export Seller's Credit;Yes;OOF-like;230;ENERGY;China Machinery Engineering Corporation (CMEC) ;State-owned Company;551507000;USD;1038788492;551507000
36336;Yes;No;China (People's Republic of);Congo;Africa;2005;Chinese Government dispatches 18th medical team to Makélékélé Reference Hospital, Talangaï Hospital, and Loandjili General Hospital;Completion;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
57871;Yes;No;China (People's Republic of);Congo;Africa;2005;Chinese Government provides grant for Chinese Medical Team Housing Construction Project;Completion;Development;Grant;Yes;ODA-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;China Ministry of Commerce;Government Agency;;;;
63360;Yes;No;China (People's Republic of);Cook Islands;Oceania;2005;Chinese Government provides NZ $30.000 of disaster relief after Cyclone Olaf;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;30000;NZD;39783.70346;21121.71161
36184;Yes;No;China (People's Republic of);Cuba;America;2005;Chinese Government provides $350 million loan for Cuban Hospitals (Linked to #36185, #71017);Implementation;Development;Loan;Vague;Vague (Official Finance);120;HEALTH;China Development Bank (CDB);State-owned Policy Bank;350000000;USD;659240901.8;350000000
72118;Yes;No;China (People's Republic of);Cuba;America;2005;CPPCC donates 11 million CNY to Cuban Government for x-ray equipment;Pipeline: Commitment;Development;Grant;Yes;ODA-like;330;TRADE POLICIES AND REGULATIONS;National Committee of the Chinese People's Political Consultative Conference;Government Agency;11000000;CNY;2528660.424;1342500.36
72126;Yes;No;China (People's Republic of);Cuba;America;2005;Chinese Government provides training of Eastern Pharmaceutical Laboratory serum plant workers (linked to #72125);Completion;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
41403;Yes;No;China (People's Republic of);Democratic People's Republic of Korea;Asia;2005;China gives aid in goods to North Korea;Completion;Development;Grant;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;China Ministry of Commerce;Government Agency;;;;
63334;Yes;No;China (People's Republic of);Democratic People's Republic of Korea;Asia;2005;Chinese Government donates 10.000 tons of diesel fuel in 2005;Completion;Development;Grant;Yes;ODA-like;230;ENERGY;China Ministry of Commerce;Government Agency;4134720;USD;7787932.976;4134720
63520;Yes;No;China (People's Republic of);Democratic People's Republic of Korea;Asia;2005;China Donates Medical Equipment for Avian Influenza Virus;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;;;;
73799;Yes;No;China (People's Republic of);Democratic People's Republic of Korea;Asia;2005;Chinese Government donates CHF 16500 to IFRC for kitchen sets in North Korea;Pipeline: Commitment;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;16500;CHF;24941.27747;13241.66491
86281;Yes;No;China (People's Republic of);Democratic People's Republic of Korea;Asia;2005;Chinese Government donates 227.532 metric tons of wheat in 2005;Completion;Development;Grant;Yes;ODA-like;520;DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE;China Ministry of Commerce;Government Agency;27934103.64;USD;52615153.36;27934103.64
86282;Yes;No;China (People's Republic of);Democratic People's Republic of Korea;Asia;2005;Chinese Government donates 47.614 metric tons of rice in 2005;Completion;Development;Grant;Yes;ODA-like;520;DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE;China Ministry of Commerce;Government Agency;13730925.32;USD;25862821.69;13730925.32
86337;Yes;No;China (People's Republic of);Democratic People's Republic of Korea;Asia;2005;Chinese Government donates 500.000 tons of crude oil in 2005;Completion;Development;Grant;Yes;ODA-like;230;ENERGY;China Ministry of Commerce;Government Agency;207585600;USD;390996909;207585600
73070;Yes;No;China (People's Republic of);Democratic Republic of the Congo;Africa;2005;Chinese Government provides grant for Presidential Palace Local Area Network (LAN) Project;Completion;Development;Grant;Yes;ODA-like;220;COMMUNICATIONS;Unspecified Chinese Government Institution;Government Agency;;;;
433;Yes;No;China (People's Republic of);Djibouti;Africa;2005;China donates emergency food aid to Djibouti following the 2005 drought;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;;;;
72473;Yes;No;China (People's Republic of);Djibouti;Africa;2005;13th medical team dispatched to General Peltier Hospital;Completion;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
39820;Yes;No;China (People's Republic of);Dominica;America;2005;China gave Dominica $600.000 worth of electronics and other commodities;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;600000;USD;1130127.26;600000
39821;Yes;No;China (People's Republic of);Dominica;America;2005;MOFCOM provides $12.3 million USD for the Construction of the Windsor Park Stadium (Linked to Project ID#39822);Completion;Development;Grant;Yes;ODA-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;China Ministry of Commerce;Government Agency;12300000;USD;23167608.83;12300000
39824;Yes;No;China (People's Republic of);Dominica;America;2005;China granted Dominica $100.000 to repair damage done by an earthquake;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;100000;USD;188354.5434;100000
39825;Yes;No;China (People's Republic of);Dominica;America;2005;China provides 5 scholarships per year for Dominican students to study in Chinese universities;Pipeline: Commitment;Development;Scholarships/training in the donor country;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
56272;Yes;No;China (People's Republic of);Dominica;America;2005;China funds the construction of Hillsborough Horticultural Center (linked to Project #39815 & #56148);Completion;Development;Vague TBD;Vague;Vague (Official Finance);310;AGRICULTURE, FORESTRY, FISHING;Unspecified Chinese Government Institution;Government Agency;;;;
86879;Yes;No;China (People's Republic of);Dominica;America;2005;Chinese Government loans EC$3.636.804 to Dominica Agricultural Industrial and Development Bank for on-lending activities;Completion;Development;Loan;Vague;Vague (Official Finance);240;BANKING AND FINANCIAL SERVICES;Unspecified Chinese Government Institution;Government Agency;3636804;XCD;2537068.729;1346964.444
88226;Yes;No;China (People's Republic of);Ecuador;America;2005;Chinese government grants 500.000 USD for dengue fever prevention;Pipeline: Commitment;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;500000;USD;941772.7169;500000
88259;Yes;No;China (People's Republic of);Ecuador;America;2005;773.200 USD drawn down from ETCA credit line for design costs of now-cancelled Quito Education Center (linked to #85568 and #88260);Completion;Development;Loan;Yes;ODA-like;110;EDUCATION;China Ministry of Commerce;Government Agency;773200;USD;1456357.329;773200
57707;Yes;No;China (People's Republic of);Egypt;Africa;2005;China Eximbank provides RMB 130 million government concessional loan for National Polyester Factory Refurbishment Project;Completion;Development;Loan;Yes;ODA-like;320;INDUSTRY, MINING, CONSTRUCTION;Export-Import Bank of China;State-owned Policy Bank;130020220;CNY;29888816.78;15868381.11
478;Yes;No;China (People's Republic of);Equatorial Guinea;Africa;2005;Chinese Government funds Bata Radio Construction and Equipment Installation Project;Implementation;Development;Vague TBD;Yes;ODA-like;220;COMMUNICATIONS;Unspecified Chinese Government Institution;Government Agency;;;;
62476;Yes;No;China (People's Republic of);Equatorial Guinea;Africa;2005;Chinese Government provides interest-free loan for Bata Ministry of Foreign Affairs Office Building Construction Project via ETCA;Completion;Development;Loan;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;China Ministry of Commerce;Government Agency;;;;
63192;Yes;No;China (People's Republic of);Equatorial Guinea;Africa;2005;China donates 12 boxes of anti-cholera drugs to Equatorial Guinea;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Chinese Embassy;Government Agency;;;;
55862;Yes;No;China (People's Republic of);Eritrea;Africa;2005;Chinese Government donates construction materials worth RMB 60 million;Completion;Development;Grant;Yes;ODA-like;320;INDUSTRY, MINING, CONSTRUCTION;China Ministry of Commerce;Government Agency;60000000;CNY;13792693.22;7322729.239
87613;Yes;No;China (People's Republic of);Eritrea;Africa;2005;Chinese Government offers 30 Chinese Government Scholarships to Eritrean students between 2005 and 2008;Completion;Development;Scholarships/training in the donor country;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
